Solving the file: X-n336-k84.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    335 clients
    335 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    21500    563s |  55    26287    26016 |  28    26203    26015
H   22000    578s |  39    26111    26013 |  49    26263    26009
    22500    593s |  35    26226    26013 |  26    26183    25976
H   23000    609s |  57    26685    26012 |  61    27712    25934
H   23500    625s |  64    26285    26011 |  26    26328    26034
    24000    640s |  55    26199    26011 |  30    26247    25986
    24500    655s |  46    26348    26011 |  45    26794    26024
    25000    671s |  63    26158    26011 |  52    26320    26004
    25500    683s |  64    26305    26011 |  26    26197    25997
H   26000    698s |  38    26281    26002 |  43    26297    25994
H   26500    715s |  65    26593    26001 |  36    26460    25901
    27000    729s |  65    26515    26001 |  52    26168    25916
    27500    741s |  34    26168    26001 |  58    26151    25996
    28000    758s |  47    26537    26001 |  56    26529    25978
    28500    771s |  55    26265    26001 |  41    26227    25985
H   29000    784s |  35    26113    25997 |  43    26198    25997
    29500    802s |  57    26328    25997 |  52    26295    25994
    30000    818s |  38    26235    25997 |  53    26303    25976
    30500    830s |  56    26262    25997 |  31    26209    25972
    31000    844s |  38    26327    25997 |  59    29589    26004
    31500    860s |  38    26340    25997 |  49    26349    26003
    32000    872s |  61    26171    25997 |  59    26121    25974
    32500    886s |  37    26484    25997 |  34    24269    23537
    33000    903s |  60    26390    25997 |  32    26316    26007
    33500    919s |  53    26206    25997 |  31    26200    25980
    34000    934s |  55    26222    25997 |  29    26182    25977
    34500    949s |  33    26222    25997 |  55    26212    25973
    35000    964s |  65    26518    25997 |  36    26410    25925
    35500    977s |  26    26140    25997 |  52    26083    25906
    36000    991s |  50    26582    25997 |  55    27765    25974
    36500   1006s |  28    26221    25997 |  34    26753    26001
    37000   1024s |  60    26448    25997 |  46    26475    26000
    37500   1040s |  62    26288    25997 |  41    26279    25997
    38000   1057s |  49    26121    25997 |  39    26318    25998
    38500   1074s |  40    26164    25997 |  40    26179    25997
    39000   1091s |  51    26309    25997 |  31    26174    25950
    39500   1104s |  28    26392    25997 |  37    28342    25983
    40000   1121s |  39    26341    25997 |  45    26356    25997
    40500   1133s |  48    26132    25997 |  63    26187    25963
    41000   1149s |  36    26153    25997 |  57    26229    25997
    41500   1160s |  42    26181    25997 |  54    26182    25987
    42000   1176s |  35    26229    25997 |  30    26191    25981
    42500   1191s |  59    26545    25997 |  28    26170    25979
    43000   1205s |  59    26201    25997 |  55    26168    25959
    43500   1221s |  26    26212    25997 |  40    26460    25970
    44000   1237s |  45    26214    25997 |  38    26262    25984
    44500   1251s |  50    26536    25997 |  47    24648    23387
    45000   1264s |  65    26634    25997 |  63    28026    25932
    45500   1274s |  31    26247    25997 |  50    25234    23483
    46000   1291s |  51    26197    25997 |  64    26384    25972
H   46500   1305s |  28    26139    25995 |  33    26140    25954
    47000   1320s |  26    26132    25995 |  57    26590    25925
    47500   1336s |  53    26346    25995 |  46    24456    23378
    48000   1352s |  50    26710    25995 |  64    26744    25944
    48500   1366s |  42    26210    25995 |  56    26261    25959
    49000   1381s |  64    26554    25995 |  30    26378    25955
    49500   1395s |  41    26262    25995 |  31    26254    25971
    50000   1410s |  26    26212    25995 |  57    26062    25959
    50500   1422s |  49    26225    25995 |  60    26204    25974
    51000   1437s |  31    26210    25995 |  41    26224    25971
    51500   1451s |  38    26267    25995 |  35    26142    25959
    52000   1464s |  56    26229    25995 |  43    26091    25971
    52500   1478s |  46    26233    25995 |  59    26281    25959
    53000   1493s |  60    26787    25995 |  43    26383    25928
    53500   1505s |  30    26304    25995 |  54    26551    25959
    54000   1517s |  35    26107    25995 |  56    26085    25954
    54500   1531s |  30    26153    25995 |  26    26286    25962
    55000   1547s |  30    26162    25995 |  39    26170    25959
    55500   1558s |  61    26252    25995 |  30    26008    25954
    56000   1572s |  46    26328    25995 |  55    26221    25954
    56500   1587s |  26    26293    25995 |  36    26160    25955
    57000   1601s |  51    26386    25995 |  61    26400    25962
    57500   1613s |  34    26328    25995 |  28    26208    25940
    58000   1623s |  35    26406    25995 |  31    24806    23505
    58500   1639s |  62    26692    25995 |  29    26564    25944
    59000   1652s |  32    26229    25995 |  55    26171    25959
    59500   1664s |  25    26179    25995 |  29    26053    25966
H   60000   1676s |  32    26199    25994 |  27    26091    25972
    60500   1691s |  58    26196    25994 |  58    26129    25958
    61000   1706s |  41    26158    25994 |  65    26213    25958
    61500   1720s |  62    26520    25994 |  37    28386    25918
    62000   1736s |  45    26626    25994 |  28    26368    25898
    62500   1750s |  34    26331    25994 |  41    24457    23280
    63000   1765s |  56    26323    25994 |  45    26311    25971
    63500   1780s |  32    26305    25994 |  34    26175    25970
    64000   1795s |  28    26111    25994 |  30    26213    25953
    64500   1810s |  59    26544    25994 |  58    26301    25961
    65000   1822s |  30    26100    25994 |  65    26188    25958
    65500   1836s |  53    26650    25994 |  46    26376    25943
    66000   1851s |  46    26234    25994 |  33    26192    25944
    66500   1866s |  25    26146    25994 |  27    26349    25958
H   67000   1878s |  58    26158    25991 |  31    26045    25958
    67500   1890s |  50    26119    25991 |  62    26123    25958
    68000   1903s |  46    26159    25991 |  33    26239    25961
    68500   1921s |  34    26237    25991 |  36    26282    25938
H   69000   1933s |  53    26253    25990 |  41    26098    25965
H   69500   1947s |  54    26187    25989 |  64    26170    25957
    70000   1963s |  26    26230    25989 |  62    27657    25923
H   70500   1976s |  35    26289    25988 |  45    26146    25953
    71000   1990s |  32    26424    25988 |  63    27917    25932
    71500   2004s |  61    26524    25988 |  55    26171    25951
    72000   2018s |  36    26223    25988 |  36    26210    25952
H   72500   2030s |  58    26108    25981 |  30    25993    25944
H   73000   2041s |  60    26206    25979 |  59    26155    25943
H   73500   2052s |  56    26071    25977 |  44    26002    25940
H   74000   2065s |  32    26220    25975 |  64    26288    25952
    74500   2080s |  63    26693    25975 |  55    26501    25921
H   75000   2094s |  25    26121    25974 |  27    26232    25915
    75500   2105s |  64    26295    25974 |  28    26494    25953
    76000   2118s |  56    26513    25974 |  63    26257    25923
    76500   2129s |  28    26137    25974 |  32    26038    25942
    77000   2144s |  26    26178    25974 |  46    28159    25891
    77500   2160s |  53    26216    25974 |  42    26141    25941
    78000   2174s |  47    26392    25974 |  31    26213    25945
    78500   2188s |  41    26253    25974 |  63    26259    25943
    79000   2200s |  32    26418    25974 |  64    24947    23416
    79500   2213s |  26    26222    25974 |  53    26253    25953
    80000   2227s |  28    26093    25974 |  27    26032    25941
    80500   2239s |  36    26137    25974 |  41    26072    25939
    81000   2253s |  64    26465    25974 |  59    28018    25909
    81500   2267s |  38    26306    25974 |  47    24893    23485
    82000   2282s |  30    26343    25974 |  39    28054    25911
    82500   2297s |  52    26107    25974 |  32    26102    25953
    83000   2311s |  44    26072    25974 |  57    26054    25942
    83500   2322s |  56    26197    25974 |  62    26105    25953
    84000   2335s |  55    26178    25974 |  44    26060    25945
    84500   2349s |  55    26296    25974 |  35    26133    25918
    85000   2360s |  65    26294    25974 |  43    26219    25933
    85500   2374s |  41    26263    25974 |  30    26161    25942
    86000   2385s |  27    26124    25974 |  25    26002    25941
    86500   2399s |  37    26231    25974 |  48    26379    25945
    87000   2411s |  29    26179    25974 |  59    26153    25953
    87500   2425s |  44    26136    25974 |  34    26056    25941
    88000   2438s |  59    26719    25974 |  52    26586    25925
    88500   2449s |  40    26194    25974 |  34    26022    25941
    89000   2463s |  55    26598    25974 |  45    26285    25915
    89500   2477s |  49    26383    25974 |  37    26288    25936
    90000   2491s |  27    26227    25974 |  54    26559    25917
    90500   2500s |  61    26123    25974 |  37    26047    25944
    91000   2516s |  33    26351    25974 |  54    27885    25917
    91500   2525s |  59    26170    25974 |  36    26088    25939
    92000   2537s |  49    26374    25974 |  29    25081    23549
    92500   2554s |  45    26532    25974 |  29    26295    25924
    93000   2568s |  61    26191    25974 |  49    25898    23682
    93500   2579s |  32    26283    25974 |  42    25208    23613
    94000   2592s |  36    26119    25974 |  64    26093    25942
    94500   2608s |  45    26265    25974 |  57    26499    25925
R                 |        restart        |        restart
    95000   2624s |  65    83388    26987 |  33    27131    26796
    95500   2639s |  30    31770    26509 |  35    24884    23666
    96000   2653s |  64    26646    26431 |  30    26558    26409
    96500   2671s |  25    26516    26308 |  40    26612    26238
    97000   2684s |  33    26409    26228 |  56    26443    26156
    97500   2699s |  46    26616    26157 |  39    26642    26151
    98000   2713s |  29    26308    26157 |  63    26352    26124
    98500   2728s |  48    26462    26138 |  44    26327    26095
    99000   2744s |  55    26430    26118 |  31    26745    26063
    99500   2756s |  30    26236    26096 |  51    25795    23550
   100000   2771s |  32    26210    26087 |  55    26275    26027
   100500   2781s |  61    26234    26087 |  53    26127    26018
   101000   2792s |  39    26175    26082 |  63    26088    26018
   101500   2807s |  63    26949    26081 |  64    24129    23405
   102000   2821s |  27    26269    26081 |  36    25382    23583
   102500   2836s |  34    26223    26079 |  52    26122    26000
   103000   2846s |  63    26388    26075 |  55    25623    23608
   103500   2863s |  45    26233    26073 |  42    26553    26048
